ID;NAME_RU;NAME_EN;YEAR;COUNTRIES;GENRES;RATE;FILM_DIRECTOR;ACTORS
0e6b9514-2635-4224-9487-98ec0c432fb3;Их звездный час;Their Finest;2016;Великобритания;drama, melodrama, comedy;5.0;Лоне Шерфиг;drama, melodrama, comedy
4d6b4d38-75ae-4804-a0f2-f89628425ff4;Мама, не горюй 2;Mama ne goryuy 2;2005;Россия;comedy;5.8;Максим Пежемский;comedy
70a3af85-d10b-40f1-ad94-7cf58841c978;Белль и Себастьян;Belle et Sébastien;2013;Франция;family, adventures;7.5;Николя Ванье;family, adventures
97658d4e-ff10-42f1-86f9-883f8b161308;Смертельный номер;Death Defying Acts;2007;Великобритания, Австралия;drama, melodrama, thriller;6.5;Джиллиан Армстронг;drama, melodrama, thriller
82652a8e-c8d8-4766-bb29-67f2022ff89d;Черновик;Chernovik;2018;Россия;fantasy;3.33;Сергей Мокрицкий;fantasy
d4889b9a-3378-4101-be94-2436cc4abc1e;Облепиховое лето;Oblepikhovoe leto;2018;Россия;drama;6.3;Виктор Алферов;drama
f0586254-b2c0-45b0-8d40-d719cdb211d0;Дальше некуда;The Jesus Rolls;2019;США;drama, crime, comedy;4.9;Джон Туртурро;drama, crime, comedy
ff2cffe4d697f7e6aa2e9;Бабник;Spread;2008;США;drama, melodrama;5.0;Дэвид Маккензи;drama, melodrama
d7e06b60-bd43-4858-a0a6-66495a3d0be2;Kingsman: Секретная служба;Kingsman: The Secret Service;2015;Великобритания, США;detective, action, comedy;3.63;Мэттью Вон;detective, action, comedy
4ca001df-1987-4f13-ac6b-c4e8fd2dbda5;Талли;Tully;2017;США, Канада;detective, drama, comedy;7.0;Джейсон Райтман;detective, drama, comedy
006948ae-a54b-4443-aece-e03f3d5edd98;Первый мститель: Противостояние;CAPTAIN AMERICA: CIVIL WAR;2016;США;action, fantasy, adventures;7.4;Энтони Руссо;action, fantasy, adventures
e8db5262-f2b5-4f48-8da4-d6a32c9a20cf;Собачья жизнь;A Dog's Purpose;2017;США, Индия;drama, family, adventures, fentezi, comedy;7.9;Лассе Халльстрём;drama, family, adventures, fentezi, comedy
6767a39d-4a96-4bf1-859a-8575254954ae;Сказка, рассказанная ночью;Skazka, rasskazannaya nochyu;1981;СССР;drama, family, fentezi;7.8;Ирма Рауш;drama, family, fentezi
f5dc7c10-3d24-4f44-a285-54c6e645fb48;Наруто 8: Кровавая тюрьма;Naruto Shippuden the Movie: Blood Prison;2011;Япония;family, for_child;;Масахико Мурата;family, for_child
55cbeca9-ed8c-45fe-ac46-4be9285716de;Вайолет Эвергарден: вечность и призрак пера;Violet Evergarden – Eternity and the Auto Memory Doll;2019;Япония;cartoon, drama, melodrama, fentezi;7.3;Харука Фудзита;cartoon, drama, melodrama, fentezi
ee58fab8-d1b7-458d-85e6-442bdd25cee1;Невидимая жизнь Эвридики;null;2019;Бразилия, Германия;melodrama;7.2;Карим Айнуз;melodrama
c4115482-84ed-4b6a-888d-79cc64e185a5;Жили-были;Zhili-byli;2017;Россия;comedy;;Эдуард Парри;comedy
427c79ff-b411-43f1-a8ad-b0baf87672c0;Дело Коллини;Der Fall Collini;2019;Германия;drama, thriller, crime;7.4;Марко Кройцпайнтнер;drama, thriller, crime
5987d2689b2fc55418f98;Ёлки;Yolki ;2010;Россия;comedy;4.62;Александр Войтинский;comedy
eabb874d-ad08-4afc-8710-72ea2fc99cdb;Изгой-один;Izgoy-odin;2016;США;action, fantasy, adventures;7.2;Гарет Эвардс;action, fantasy, adventures
f8603fcf-8cb8-4c95-a204-5c5c2d8d6486;Он и Она;Mr & Mme Adelman;2017;Франция;melodrama, comedy;;Николя Бедос;melodrama, comedy
6badf859-c899-4e95-8684-4b874968cc8f;Игра их жизни;The Game of Their Lives;2005;США;drama;6.6;Дэвид Анспо;drama
02cd1688-a050-4faa-be94-1d623cfde955;Полярные приключения;Polar Adventure;2016;Китай;family, for_child, comedy;4.5;Лукас Цяо;family, for_child, comedy
50a9a32e-f6a0-400a-9f49-b47e6d9376d5;Красивый бандит;Un beau voyou;2018;Франция;drama, comedy;5.2;Лукас Бернард;drama, comedy
ba5ef7a7-7019-47a7-bfb8-bdd753f00b9f;Чужие;Chuzhie;2008;Россия;drama;6.1;Юрий Грымов;drama
c895d943-0189-411e-a0a9-cd6286d1cd70;Космос;Cosmos;2019;Великобритания;fantasy;6.0;Эллиот Уивер;fantasy
bc164606-bdb7-489d-9d39-c47e346fe9ec;Я сражаюсь с великанами;I Kill Giants;2017;США, Бельгия, Дания, Великобритания, Швеция, Китай;drama, thriller, fentezi;6.1;Андерс Вальтер Хансен;drama, thriller, fentezi
1503624b-e716-4e9c-ab8b-8df0ac7d97c0;ЗЕМЛЯ БУДУЩЕГО;ZEMLYa BUDUSchEGO;2015;США, Испания, Франция, Великобритания;fantasy, family;6.2;Брэд Бёрд;fantasy, family
5bdabb4d-0a60-47dc-895d-86ed40048511;Другая женщина;Other Woman, The;2014;США;melodrama, comedy;6.7;Ник Кассаветис;melodrama, comedy
0d024dfec60387cdc52cf;Чёрный лебедь;Black Swan;2010;США;drama, thriller;4.8;Даррен Аронофски;drama, thriller
9211d490-d0dc-4da8-8400-c8655a2f53e0;Там, на неведомых дорожках;Tam, na nevedomykh dorozhkakh…;1982;СССР;family, fentezi;7.9;Михаил Юзовский;family, fentezi
b2b269ca-8379-4f2e-ace4-03d178fee50b;Добро пожаловать в рай;Vice;2014;США;thriller, action, fantasy;4.5;Брайан А. Миллер;thriller, action, fantasy
cde4dcb3-9b72-4162-b8da-1df0c2437ebc;Агент 117: миссия в Рио;OSS 117: Rio ne répond plus;2009;Франция;action, comedy;6.1;Мишель Хазанавичуз;action, comedy
bfbb9728-1e18-49e7-b8c9-9a7e796737c3;Опасная миссия;Mordene i Kongo;2018;Норвегия;drama, thriller;;Мариус Хольст;drama, thriller
b9cb0995-a2cf-4758-ae19-a38d361b2885;Вспомни всё;Rememory;2017;Канада, США;detective, drama, fantasy;6.2;Марк Палански;detective, drama, fantasy
aae58d4c-8acd-4ab6-80d5-9dc4653e4fc0;Человек-невидимка;The Invisible Man;2020;Австралия, США, Канада, Великобритания;detective, thriller, horror, fantasy;6.4;Ли Уоннелл;detective, thriller, horror, fantasy
4f2f9e66-1076-4029-b5e5-df63a7c57fba;Как женить холостяка;Destination Wedding;2018;США, Великобритания, Канада;drama, melodrama, comedy;6.0;Виктор Левин;drama, melodrama, comedy
10c83bd7-cfa7-4f3e-b565-0957a29a5f14;Трон: Наследие;Tron: Nasledie;2010;США;action, fantasy, fentezi;6.9;Джозеф Косински;action, fantasy, fentezi
2c1b25ee-bfda-4d58-b838-c1a00618a4dc;Мой друг робот;Robbi, Tobbi und das Fliewatüüt;2016;Германия, Бельгия;drama, fantasy;;Вольфганг Гроос;drama, fantasy
6efdd3cb-0c86-44b4-9d95-4f24be7fc7aa;Звезда;Zvezda;2014;Россия;drama, melodrama, comedy;7.2;Анна Меликян;drama, melodrama, comedy
546a0486-c08a-4fd3-a0b2-031704c4b8a4;Совсем не простая история;Sovsem ne prostaya istoriya;2013;Россия;drama, comedy;5.8;Федор Попов;drama, comedy
98377da8-071d-45ed-a856-95e1d1b4ec21;Пипец;Kick-Ass;2010;Великобритания, США, Китай;thriller, action, comedy;6.9;Мэттью Вон;thriller, action, comedy
667392bb-7181-4f2a-99bf-d14f1b83561b;Квартира 143;Emergo;2011;Испания;thriller, horror;4.8;Карлес Торренс;thriller, horror
b0e31209-12ea-40e2-8ebf-1346ce92b4ee;Опасный бизнес;Gringo;2018;Австралия, США;action, comedy;4.75;Нэш Эдгертон;action, comedy
b2de3de4-02a9-4841-8b09-a23a092daec9;Судная ночь;The Purge;2013;США, Франция;thriller, horror;6.0;Джеймс ДеМонако;thriller, horror
c1a29153cc82e4de3c7e8;День выборов 2;Den' vyborov 2;2015;Россия;comedy;4.89;Александр Баршак;comedy
deb8fcd9-e0e4-4dbf-8709-989cb3821deb;Тренер;Trener;2014;США;drama;5.0;Ники Каро;drama
fe429e13-c3fa-4e17-ac7d-471bf4e7bdc7;Хорошие мальчики;GOOD BOYS;2019;США;adventures, comedy;6.7;Джин Ступницки;adventures, comedy
81295d31-ebe5-4257-98a3-9345059137b0;Осьминожка;Octopussy;1983;Великобритания, США;thriller, action;6.9;Джон Глен;thriller, action
a6b1feee-60c6-4e9e-a020-193861619cba;Француз;Francuz;2019;Россия;drama, historic;;Андрей Смирнов;drama, historic
7411945a-54ad-46e1-93f0-dabff23de36f;Хозяева города;Run This Town;2019;Канада;drama;0.0;Рики Толлман;drama
84e41a73-08cb-4271-aedc-55b9894a26d7;Остров;The Island;1980;США;drama, thriller, action;5.8;Майкл Ритчи;drama, thriller, action
c40e6ebd3f7104601fd2f;Интернэшнл;International, The;2009;США, Германия, Великобритания, Франция;thriller, action;;Том Тыквер;thriller, action
05b70b76-cde5-4e51-8d31-f9d942368f76;Новогодний брак;Novogodnij brak;2012;Россия;comedy;5.2;Армен Адилханян;comedy
1df13439-a575-4bd7-876d-ffa42e585955;Чего ждать, когда ждешь ребенка;WHAT TO EXPECT WHEN YOU'RE EXPECTING;2012;США;drama, melodrama;;Кирк Джонс;drama, melodrama
7cdc350d-0934-41e7-b054-5d39240c814a;Философы: Урок выживания;After the Dark;2013;США;drama;;Джон Хадд;drama
9857d610-2d11-4353-a181-adeef8bede81;Патрик;Patrick;2018;Великобритания;comedy;;Мэнди Флетчер;comedy
f92739be-0898-4595-8183-82b68e27ae79;Финансовый монстр;null;2016;США;drama, thriller;5.0;Джуди Фостер;drama, thriller
71fda8ef-d8bc-4dc3-9f94-78c7dc4d43db;Апгрейд;Upgrade;2018;США, Австралия;detective, thriller, action, fantasy;7.6;Ли Уоннелл;detective, thriller, action, fantasy
ff64c5d2-3dc4-4c45-ab17-56b7b2255253;Наруто: Последний фильм;The Last: Naruto the Movie;2014;Япония;family, for_child;;Цунэо Кобаяси;family, for_child
9bec580d-2a59-4d36-9ea6-252746e5a0fa;Чудо детки: Непутевые волшебники;Die Wolf-Gäng;2020;Германия;family, adventures, fentezi;5.4;Тим Трагезер;family, adventures, fentezi
5f824668-dc16-4202-b83b-e6ecb7674864;Смертный приговор;Death Sentence;2007;США;thriller, action, crime;5.0;Джеймс Ван;thriller, action, crime
6509a8b4-79f0-4489-b5a0-1a2f682b47b0;Джек Ричер;Jack Reacher;2012;США;thriller, action, adventures;7.2;Кристофер МакКуорри;thriller, action, adventures
c8842b6e-1eba-4a32-a48a-4b09c56fa885;Беги, Лола, беги;Lola rennt;1998;Германия;drama, thriller;7.5;Том Тыквер;drama, thriller
2dc65b68-e605-4438-9c32-a36690b3e6b8;Пираньи Неаполя;La paranza dei bambini;2019;Италия;drama;4.67;Клаудио Джованнези;drama
b4e393de-6789-4530-a523-b8038bf188ce;Я - Миллиардер;Io sono Tempesta;2018;Италия;comedy;;Даниэле Лукетти;comedy
399e4b13-58fa-4f3b-848c-fca8d3eda7b8;Том и Вайт уделывают Америку;Friendship!;2009;Германия, США;drama, melodrama, comedy;;Маркус Голлер;drama, melodrama, comedy
a4b811a7-767e-4925-8b05-e67e6623bd36;Первый король Рима;The First King;2019;Италия, Бельгия;drama;5.8;Маттео Ровер;drama
dd8c464b-435c-4d3d-a6d0-54ac58912e96;Любовь с первого взгляда;Two Night Stand;2014;США;melodrama;6.6;Макс Николс;melodrama
c4eae3e1-432a-4e46-9591-76fd2ae3c91e;Стартрек 4: Дорога домой;Star Trek IV: The Voyage Home;1986;США;action, fantasy, adventures;7.3;Леонард Нимой;action, fantasy, adventures
af38c38d-d811-44e4-87d9-8960bc1b6cdb;Я не вернусь;Ya ne vernus;2014;Россия;drama;7.2;Ильмар Рааг;drama
96bbbae7fb9c5af439082;Он – дракон;Drunk Parents;2015;Россия;fantasy, family, fentezi;4.73;null;fantasy, family, fentezi
45241fe2-9767-4459-95dd-6e2693d88542;Небесный верблюд;Nebesnyy verblyud;2015;Россия;family, for_child;6.7;Юрий Фетинг;family, for_child
7b11c3e5-0568-48db-9c36-d5df36b044b0;Воскресенье;Voskresenye;2019;Россия;drama;5.0;Светлана Проскурина;drama
12db0740-fff7-475c-bc33-eb54e38a2e7b;Сочинение ко Дню Победы;Sochinenie ko Dnyu Pobedy;1998;СССР;drama, comedy;7.2;Сергей Урсуляк;drama, comedy
424372cf1122bcb23bae9;Опустевший город;Reign Over Me;2007;США;drama;;Майк Байндер;drama
45d83cd1-f1ee-4f8a-b8ca-205cd2458d02;Львица;Rogue;2020;Великобритания, ЮАР;action;4.4;М. Дж. Бассетт;action
24c87acc-f67f-490f-a62a-94890745abda;Мобильник;Cell;2016;США;drama, thriller, horror, action, fantasy;4.8;Тод «Кип» Уильямс;drama, thriller, horror, action, fantasy
a9cb4757-ef22-430a-bd48-e621abd71b5f;Нерв;NERVE;2016;США;detective, drama, thriller;;Генри Джуст;detective, drama, thriller
16e19616-4523-4f47-a245-50648e886051;Логан;Logan;2017;США;drama, thriller, action, fantasy;4.39;Джеймс Мэнголд;drama, thriller, action, fantasy
7237e5d8-861b-487f-8628-bfd2d1f73718;Дивергент;DIVERGENT;2014;США;fantasy, adventures;6.7;Нил Бёргер;fantasy, adventures
c79c8e68-3ea4-4248-8d52-f57028a8b57a;9 жизней;Nine Lives;2016;Франция, Канада;drama, family, comedy;6.2;Барри Зонненфельд;drama, family, comedy
5878504a-77b3-4f93-81b4-a1374f7894e9;Взвод;PLATOON;1986;США, Великобритания;drama, military;8.0;Оливер Стоун;drama, military
9f7817eb-1744-41a2-a38f-4bc969fb4c3a;Сумерки. Сага. Затмение;TWILIGHT SAGA: ECLIPSE, THE;2010;США;melodrama, thriller, fentezi;;Дэвид Слэйд;melodrama, thriller, fentezi
3e9c4890-5f01-42d6-a302-aee55e2d393f;Первая любовь;null;2020;Япония, Великобритания;action, crime;5.0;Такаси Миикэ;action, crime
32516fc7-ea48-4d18-a99d-49c927afbe9d;Эван Всемогущий;Evan Almighty;2007;США;family, fentezi, comedy;6.1;Том Шэдьяк;family, fentezi, comedy
819b3c77-ece1-4e6c-bdd4-bf69b34fc169;Книга джунглей (1967);Kniga dzhungley (1967);1967;США;family, for_child;7.8;Вольфганг Райтерман;family, for_child
24fd4d2e-f683-4870-be53-17bb60d45067;Разрушение;Demolition;2016;США;drama, comedy;7.2;Жан-Марк Валле;drama, comedy
094c383e-6c88-417d-9d9e-3070edc3b55a;Крымский мост. Сделано с любовью;Krymskiy most. Sdelano s lyubovyu!;2018;Россия;melodrama, comedy;2.6;Тигран Кеосаян;melodrama, comedy
ba1208aa-b69d-49e2-aef9-e694b97350a3;Ёлки-палки;Yolki-palki;1988;СССР;comedy;7.3;Сергей Никоненко;comedy
9a64d3b5-b7d1-4893-ba7f-89a7a27b8f5b;Гений;GENIUS;2015;Великобритания, США;drama;6.8;Майкл Грандадж;drama
ffa3a525-6acd-47d9-b835-69a1e87ed46c;Путь Карлито 2: Восхождение к власти;Carlito's Way: Rise to Power;2005;США;drama, thriller, action;5.1;Майкл Брегман;drama, thriller, action
5c13b68f-43dc-478e-b478-2f2827a56fe4;Дикая лига;Dikaya liga;2019;Россия;action, adventures;5.0;Андрей Богатырев;action, adventures
75911c2d-07d8-4310-9209-566f7c308b33;Кровь;Кровь;2018;Россия;drama;5.4;Артём Темников;drama
9ef8e4b0-4b5e-4c95-9a5c-f3adffbba09c;Маленькие секреты;Les petits mouchoirs;2010;Франция;drama, comedy;7.3;Гийом Кане;drama, comedy
1eb95361-a90b-4bfc-bc2f-aeb5b8bde172;Альфа Дог;Alpha Dog;2007;Германия, США;drama, thriller, crime;7.5;Ник Кассаветис;drama, thriller, crime
cdad84f7-04ac-4de2-9092-fb5bf6cda788;Солнцестояние;The Russian Five;2019;США, Швеция, Венгрия;drama, thriller, horror;4.0;Ари Астер;drama, thriller, horror
20dead4e-ba9f-4825-8c70-1535ef66893d;Детские игры;null;2019;США, Канада, Франция;horror, fantasy;5.7;Ларс Клевберг;horror, fantasy
8e417dcc-973f-4844-a01a-9a12ea24be69;Вествуд: Панк, Икона, Активист;Westwood: Punk, Icon, Activist;2018;Великобритания;family;6.9;Лорна Такер;family
9b35e228-a3d6-41fe-9c3d-5e77d6976309;Телохранитель;Maryland;2010;США;drama;6.6;Алис Винокур;drama
d3069745-e8a6-4f66-a02a-a5668172913f;Они;Haunt;2019;США;thriller, horror;5.7;Скотт Бек;thriller, horror
04906837-bf3a-4a60-b501-be8d97ffcb9e;Красавчик 2;Zweiohrküken;2009;Германия;melodrama, comedy;7.1;Тиль Швайгер;melodrama, comedy
ff982ce7-6ef0-458a-8ef5-f2f2eb3ba5f3;Запечатленные временем;Zapechatlennye vremenem;2019;Россия;documentary;0.0;Алекс Плат;documentary
dae6749a7c32d5b9793e4;Замкнутая цепь;Closed Circuit;2013;Великобритания, США;thriller;4.0;Джон Краули;thriller
7fdad64c-5123-4963-bb91-6c6d8a015012;Бабло;Bablo;2011;Россия;comedy;6.5;Константин Буслов;comedy
1332a451-594c-4177-809e-fa2cec90ff6c;Рокки 3;ROCKY III;1982;США, Канада;drama;7.4;Сильвестр Сталлоне;drama
14b6dbf5-4e01-4f2b-9c5d-4e00f317f814;Ускорение;Acceleration;2019;США;thriller, action;0.0;Майкл Мерино;thriller, action
921908e4-3e02-4ada-90c1-90c7bb4c8874;Вне/себя;Self/less;2015;США;thriller, action, fantasy;4.77;Тарсем Сингх;thriller, action, fantasy
96ea4659-155e-4913-975a-84193bf05b72;Тайная жизнь;A Hidden Life;2019;США, Великобритания, Германия;drama, military;7.3;Терренс Малик;drama, military
41515a5d-2976-4e6d-975c-132d63944a0f;Восточный ветер;Ostwind;2013;Германия;family, adventures;8.0;Катя фон Гарнье;family, adventures
811d72fb-ee9c-48e0-ae13-75b8e36197a3;Смоки и Бандит 2;Smokey and the Bandit II;1980;США;action, comedy;6.8;Хэл Нидэм;action, comedy
222577cd-61fa-4196-85ad-1ba69e04b5b2;Между небом и землей;Just Like Heaven;2005;США;melodrama, fentezi, comedy;7.6;Марк С. Уотерс;melodrama, fentezi, comedy
fb2a78b9-45b5-4043-9264-b2671ee4f5db;Собибор;Sobibor;2018;Россия;drama, military;6.4;Константин Хабенский;drama, military
587cf5a9afab50108c4f1;Любовь без пересадок;Amour & turbulences;2013;Франция;melodrama, comedy;4.7;Александр Кастаньетти;melodrama, comedy
413213ac-d071-46c5-b72c-7a3568c9798f;Отверженные;Les Misérables;2012;США, Франция, Великобритания;drama, melodrama, military;7.9;Ладж Ли;drama, melodrama, military
5d43df1a-a4d3-4790-92ed-f81ce0c7caee;Салют-7. История одного подвига;Salyut-7;2017;Россия;drama, thriller;7.3;Клим Шипенко;drama, thriller
55d1e532-7990-4d06-a8d6-bb1e0646b3b0;Солдат Джейн;GI Jane;1997;США, Великобритания;drama, action;7.2;Ридли Скотт;drama, action
1aafae16-e73f-4316-b04b-d964e387bcde;Воображариум;Imaginaerum;2012;Канада, Финляндия;drama, family, adventures, fentezi;6.7;Стобе Харью;drama, family, adventures, fentezi
87926e34-0986-4558-89cc-6dbcf8d08c09;Приказ \Уничтожить\;Sekretnoe oruzhie;2019;Россия;military;5.4;Константин Статский;military
9af542ae-815c-4262-b230-9848a813d5af;Синонимы;Synonymes;2019;Франция, Израиль, Германия;drama;4.0;Надав Лапид;drama
6fdbdab5-ffa3-48ae-92cb-3850be48b37c;Три богатыря. Ход конем;Tri bogatyrya. Khod konem;2014;Россия;adventures, for_child, fentezi, comedy;5.8;К. Феоктистов;adventures, for_child, fentezi, comedy
e19245c5-29eb-4136-b0cd-1353a4184197;Хан Соло: Звездные войны. Истории;Han Solo: Zvezdnye voyny. Istorii;2018;США;action, fantasy, adventures;6.9;Рон Ховард;action, fantasy, adventures
b466db0e-60e5-4912-a17d-7d9d44557706;Империя мертвых;THE EMPIRE OF CORPSE;2015;Япония;fantasy;5.9;Рётаро Макихара;fantasy
10c29271-77e3-43d9-a132-a2aeeb6093bb;Назад в будущее 3;Back To The Future III;1990;США;fantasy, adventures, comedy;8.2;Роберт Земекис;fantasy, adventures, comedy
bd48fc74-0c35-4158-b75f-54dfc37be7b9;Декретный отрыв;Life As It Should Be;2020;Нидерланды;comedy;5.8;Рууд Шуурман;comedy
f2f76eaf-03fb-4328-aab9-892726e86b03;Куб;Cube;1997;Канада;detective, drama, thriller, fantasy;7.2;Винченцо Натали;detective, drama, thriller, fantasy
59133e8c-fb54-445a-a9af-f183ac27fdee;Мистер и миссис Смит;MR. & MRS. SMITH;2005;США;thriller, action, comedy;7.5;Даг Лайман;thriller, action, comedy
74703d36-eebe-446f-9455-fdcd4bb2edf8;Газонокосильщик 2: За пределами киберпространства;Lawnmower Man 2: Beyond Cyberspace;1996;США;thriller, action, fantasy;3.0;Фархад Манн;thriller, action, fantasy
cec7ff4a-d10f-4578-9362-b185ac3201ce;1+1;Intouchables;2011;Франция;drama, comedy;5.0;Оливье Накаш;drama, comedy
cb746357-2040-4341-bc3e-1e7db93591b5;Молодая женщина;Jeune femme;2017;Франция;drama, comedy;6.0;Леонор Серай;drama, comedy
1a421fa2-0ff8-4e27-8527-3551546cbfc4;Рождество кота Боба;A Christmas Gift from Bob;2020;Великобритания;family;2.0;Чарльз Мартин Смит;family
f39fff88-47e9-48a8-8841-57c98cbe6d2c;Союзники;Allied;2016;США;drama, thriller, action, military;7.1;Роберт Земекис;drama, thriller, action, military
e719570a-ad27-4045-bdec-dd997301a775;Полет длиною в жизнь;Winged Creatures;2008;США;drama;6.2;Роуэн Вудс;drama
4a39a100-21b2-4d40-aaa7-944394fd45e0;За тридевять земель;Resan till Fjäderkungens Rike;2014;Дания, Швейцария;family, for_child;6.0;Эсбен Тофт Якобсен;family, for_child
ed2c3d34-d4ba-4c80-9de8-050323624ed9;Билл и Тед;Bill and Ted: Face the Music;2020;США, Канада, Италия;fantasy, fentezi, comedy;5.5;Дин Паризо;fantasy, fentezi, comedy
c35d0be180b18a33b3bf6;Приключения Паддингтона;Paddington;2014;Великобритания, Франция;family, adventures, comedy;4.27;Пол Кинг;family, adventures, comedy
242bb0e5-97a2-471b-bcc4-ea7e2a8c2c38;Миф;Myth, The;2005;Гонконг, Китай;drama, action, adventures, fentezi, comedy;6.9;Стенли Тун;drama, action, adventures, fentezi, comedy
0dbf6e01-1f06-45e5-9536-ee30615d83ce;Параллельные миры;Upside Down;2011;Канада, Франция;melodrama, fentezi;5.0;Хуан Диего Соланас;melodrama, fentezi
97b0a9c3-1401-41b5-8a99-360c701914a2;Милашка как ты;A Nice Girl Like You;2020;США;melodrama, comedy;1.0;Крис Райделл;melodrama, comedy
6c99ddf4-fcbf-4d9b-a1fc-538fc1ebcfdf;Черный котел;Chernyy kotel;1985;США;family, for_child;6.9;Тед Берман;family, for_child
3d3ebc0a-538c-4c7e-a0b2-0ed86f1fb85b;Пашки;Pashki;2014;Россия;documentary;5.9;Д.Рудаков;documentary
a17d08e2-c08e-48d9-b6f0-bbede8fcce3d;Джейсон Борн;Jason Bourne;2016;США, Китай;thriller, action;6.2;Пол Гринграсс;thriller, action
76ba4b5a-e125-46c3-8614-8992c8126b83;Лара Крофт: Расхитительница гробниц 2 – Колыбель жизни;Lara Croft Tomb Raider: The Cradle of Life;2003;США, Германия, Япония, Великобритания;thriller, action, adventures, fentezi;6.6;Ян де Бонт;thriller, action, adventures, fentezi
dc7679fe-4b04-42f7-8303-e012e870d5b6;Леденец;HARD CANDY;2006;США;drama, thriller;;Дэвид Слэйд;drama, thriller
b7a97f7e-40c3-4082-bba3-ee2a27cec1cb;Любовь и страсть. Далида.;Dalida;2016;Франция;drama;6.7;Лиза Азуэлос;drama
9e55d9bf6f69fc4d4f719;Пророк;Un prophète;2009;Франция;drama;5.0;Жак Одиар;drama
db0135f591ae95af2050f;Без году неделя;Bez godu nedelya;1982;СССР;melodrama, comedy;5.0;Николай Засеев-Руденко;melodrama, comedy
1663cffb-e445-40ea-bc71-a9a134781134;Тристан и Изольда;TRISTAN & ISOLDE;2005;США, Великобритания, Германия, Чехия;drama, melodrama, action;;Кевин Рейнольдс;drama, melodrama, action
7c018b44d128d0e5800bc;Танцуй отсюда!;Cuban Fury;2013;Великобритания;melodrama, comedy;3.33;Джеймс Гриффитс;melodrama, comedy
6229d336-7187-4b7e-937a-11d56469a408;Принцесса и лягушка;Princessa i lyagushka;2009;США;family, for_child;7.2;Рон Клементс;family, for_child
53e305c4-a045-4e06-bb96-7b48a06b4c4b;Девушка моих кошмаров;The Heartbreak Kid;2007;США;melodrama, comedy;6.2;Бобби Фаррелли;melodrama, comedy
6f10ba5e-76b0-48ca-832e-d67ab192dc85;Слишком свободный человек;The Man Who Was Too Free;2016;Россия;documentary;7.9;Вера Кричевская;documentary
d98a1175-2bf2-43c9-9a77-9c80c32fbfdb;Призрачный гонщик 2;Ghost Rider: Spirit of Vengeance;2011;США;thriller, action;4.9;Марк Невелдайн;thriller, action
46626120-2252-443d-bef4-a119af1f3905;Капитан Крюк;Hook;1991;США;adventures, fentezi, comedy;;Стивен Спилберг;adventures, fentezi, comedy
ffde11f4-2894-48bd-a718-ce357e9537f5;Из Африки;Out of Africa;1985;США, Великобритания;drama, melodrama;7.6;Сидни Поллак;drama, melodrama
5db8cb32-ba20-49df-be25-d8de5a0f85af;Аладдин;ALADDIN (2019);2019;США;melodrama, adventures, fentezi;4.0;Гай Ричи;melodrama, adventures, fentezi
076fd01c-19db-4289-90bf-b609529b0abd;Бесславные ублюдки;Inglourious Basterds;2009;Германия, США;drama, action, military, comedy;5.0;Квентин Тарантино;drama, action, military, comedy
9f2d7621-da08-47ac-a3fa-592fcb427473;В тылу врага;Behind Enemy Lines;2001;США;drama, thriller, action, military;5.0;Джон Мур;drama, thriller, action, military
cd56e8f3-2872-44e3-9f35-79eda4c1b94e;Храброе сердце;Braveheart;1995;США, Ирландия;drama, adventures;5.0;Мэл Гибсон;drama, adventures
0620c7c8-853e-4956-82ed-c7708516d642;Двое и одна;null;1988;СССР;drama, melodrama;7.9;Э.Гаврилов;drama, melodrama
e5294dc2-c296-419d-b35f-452e40e74e73;Розовая пантера;PINK PANTHER (2006), THE;2006;США, Чехия;detective, family, adventures, comedy;6.3;Шон Леви;detective, family, adventures, comedy
360c67a9-1f74-4ad6-aef1-c42e467f81e3;Садко;Sadko;2017;Россия;family, for_child, comedy;5.0;М. Волков;family, for_child, comedy
67a29406b408a568ac9ea;Битва за Севастополь;Bitva za Sevastopol;2015;Россия, Украина;drama, military;4.49;Сергей Мокрицкий;drama, military
9d1f0bbe-5928-43b3-8f8b-b0fab7be9ce3;Один дома;Home Alone;1990;США;family, comedy;5.0;Крис Коламбус;family, comedy
55e45273-474e-410a-8193-88e4cffae290;Тройная угроза;Triple Threat;2019;Тайланд;thriller, action;5.0;Джесси Джонсон;thriller, action
b97b05a0-9d16-47a0-86a5-acbfe9cba693;Схватка в небе;The Flyboys;2008;США;drama, action, adventures;;Рокко Девиллерс;drama, action, adventures
555bd78c-b230-461c-b7c9-da88317ab8dd;Джастин и рыцари доблести;Justin and the Knights Of Valour 3D;2013;Испания, Великобритания, Нидерланды;family, adventures, for_child;6.3;Мануэль Сисилия;family, adventures, for_child
11924eaf-01a4-4ef3-99c5-31646b5848fc;Мюнхен;Munich;2005;Франция, Канада, США;drama, thriller;7.4;Стивен Спилберг;drama, thriller
d03da191e02b278bbaee6;Плохая мамочка;Bringing Up Bobby;2011;США, Нидерланды, Великобритания;drama, family;3.0;Фамке Янссен;drama, family
ee4c69d1-794b-49ad-8210-704a3f07e506;Оз: Великий и ужасный;Oz: Velikiy i uzhasnyy;2013;США;family, adventures, fentezi, comedy;6.3;Сэм Рэйми;family, adventures, fentezi, comedy
